estudiante_id,asignatura_id,nota,fecha
5ee3b490-31ea-4747-b378-e108edd53f6f,f88f3d43-35cf-438a-bdc8-dca21cdc23c9,4.1,2024-06-14
fa295c9a-b320-4acf-830d-8830a67891d0,5e3e026c-5f21-497b-9538-3100a26a99dd,4.1,2024-07-16
75c271e7-c1e5-4730-871b-e4dbf3a94e8d,34f71aaa-3a21-4cdc-b48c-bc4b580b10e5,4.0,2025-04-21
4597c6ba-9199-48ea-a0a4-99cac1da71bf,fdfbcaa3-1eb4-4ad4-a94e-4013682a0a1a,4.9,2025-03-18
76ac56f5-7685-4feb-9247-a510ae996871,70722bce-c1a9-4256-9e00-17e3d1b0a647,2.9,2025-04-14
a2a8567b-d500-47b1-9d68-09ead79a9ad6,df03a323-ed51-4976-ab67-28125dffe74c,1.1,2024-08-04
565a31c6-c099-41db-8824-389123a429c3,0f3c17e4-4402-4d3d-87c1-718fbda33d63,2.8,2024-11-26
0f5d4ca6-8085-4c05-8604-f5ffca157c80,303fef16-4fec-49ff-b7dd-fc5aa5234a58,2.7,2025-01-31
9ce83103-5820-46ca-88b4-ce2278dc2fb4,638c7c30-1456-4585-be5e-d2616889996f,3.6,2024-06-24
4102175e-ad4a-49e3-a73c-7fdc2d0909f4,9a96c039-7c90-42d5-aa6c-94bf677ef703,2.1,2025-05-16
ca21bb19-20d2-460e-9503-f6a279ce9327,272ae35d-4c32-4686-b744-dd8d77bff250,4.4,2025-05-29
18597705-0907-437b-9836-9fd335524be7,83729684-461c-4626-9035-748a31dbe4ea,3.4,2024-07-23
9393df9a-3ba8-4195-946a-0480a3fb12e2,5f0ae5a3-1fb5-4fd8-9a3f-e39eae98215e,1.1,2024-07-23
f15359de-b013-415d-9007-1f92352567d6,78405898-b775-4237-b14d-93f8af77f41b,1.5,2025-02-23
886ecc78-548c-493b-9a90-3e02a2f2b3c9,412e22dd-bb61-475f-bcda-895e7fb15b6a,4.9,2025-06-02
1991671c-bb3a-4abd-99c2-f26bcd3708d2,e336b139-3396-489d-842d-8d5b7c40049d,1.2,2025-04-18
ae13050a-91f8-4a49-a549-a8702babaeab,1561142e-8d18-42ea-a963-fa3543c9637e,2.6,2024-09-29
0873255f-4c11-4df5-889f-2ca9ccfa7eea,bdc79fab-7f8f-4b4c-9334-7c393b290c38,3.4,2024-10-13
e7323eec-6fbd-49f7-9efa-4b4bf44ae83d,10bb3801-042d-449d-b0ce-8334f537d442,3.2,2024-12-05
a0bc75cc-821e-4d29-a3d6-b9637494b17b,378ab2e1-e925-43da-81d7-250871ea31c4,1.9,2025-02-03
7b475b6c-834e-4bab-8b0c-9d6ccde3ec79,51a89d5f-b64a-4a1e-9127-946210998c97,3.3,2024-10-11
4f43dc6f-1804-4ddd-ad98-6e230b5deec4,5bcfaeec-e8d5-42af-a875-6fbdc2cb9b9e,1.3,2024-09-29
7d47e556-02d7-4a2e-8c2a-a0d9f6998794,700be4ef-219a-46eb-805c-8d65ba0d3f9c,3.7,2024-11-28
7792d244-0c0f-4508-b416-5a7c3e54613f,f52a5f03-6a53-401b-ac9e-6ec64dac0bbf,5.0,2025-03-16
4a6ab90f-cbf5-43cd-9732-c907b91ce618,2485c2a2-133a-490a-94fd-89e88a8f7aae,1.8,2025-02-03
19e568de-127f-45e7-b5ab-49029bc4197c,e65ae100-de9e-43d3-87c0-c4e354914b72,3.5,2025-03-09
1d1914e7-9d21-4e5d-a50a-0dca1b260c5f,5f956c6f-61c3-4bc7-95ef-abf8bc773735,4.8,2025-02-15
de0a3e16-97ca-43da-b642-eccdfddfb98e,231219d7-ab1f-4c45-9176-eb4453522676,4.5,2025-02-18
c60e1764-7f2b-433e-a6f8-fc62ae8adb60,f7e56a84-b307-478d-b9ea-ba282f55bd77,3.7,2025-02-28
149f3585-f25e-481f-a91a-73a0bf649528,bf1d7b75-ee09-4964-8040-c5b3fa92935a,1.5,2024-12-31
7c672fbf-93f6-4e15-a90d-14b52a8d3a3d,a68d45b8-3e00-44bc-bd0b-ce1713ca9ad6,1.5,2024-09-13
3940559e-b3e3-41d9-8782-eaaa8612c367,29cef464-69c6-44b1-8643-b108f1f47722,4.8,2025-05-19
40a5c7ee-f970-4021-9fff-02681b660cb8,46e03992-2ac7-4b0c-a624-d50645774e1e,1.3,2024-10-13
e6bc534d-77c6-4fd1-a405-23343115ea3a,30426d4b-fa8d-48dc-a24e-65cd57ab7bcb,4.0,2025-02-05
cee7e27e-e892-4549-a155-15470adea0ee,dec490c3-a7fe-46e4-b296-33baa1cb9b5d,1.8,2024-08-09
fe183515-d9c2-4f75-b17e-31499d815716,53aba77a-744f-41bf-89cd-de1e11fa609a,2.4,2024-12-06
7f91954a-3baa-4637-95b7-7331d8c72f29,27ab0384-1900-4f08-bbb3-77de37dcb1c0,1.2,2024-12-09
b8b0efd8-bcca-43d0-9799-3ec316fa73af,68dc20a3-170e-4bc0-b7be-ede3e0eb3505,3.0,2024-06-23
1200965a-81e5-4f83-8165-c32a6796cfb1,c9d35af5-1315-4905-9b89-a9f5776f5a7c,3.9,2025-04-23
bf971021-dedb-4e60-963a-f0910f74467d,1ab90aba-d99c-4c4b-b9b5-fa571f845f7a,4.2,2024-10-15
150ee074-5b38-43f1-bf18-58b4a475f95d,32973ac0-2e8a-4a27-9a89-55ce6036275d,2.8,2025-02-11
ee0b8fd3-860d-48bc-8524-4e26ce1f620b,8e2b0e81-4a33-4be6-8a35-223412bc07b6,3.0,2025-01-22
3c549113-f9b5-426e-8674-5f6947b447ab,bb634849-5ab3-4c91-aa8d-12acb9c8a020,3.7,2024-12-23
43662f87-46d5-4e64-89e1-1aa9885fbd93,ffb65d6f-bb1e-4116-85f7-1db586dc3a2f,4.0,2025-03-31
53ae550f-9b7f-431a-9e52-1db59f0fc3b4,48abaa7e-ae23-46ca-8c2a-9588b7933374,2.1,2024-06-14
d1422bbc-14ba-4c5e-98ec-1362d23d4d96,b29b2b68-5f09-4f5f-854e-cfd856fcc1f8,1.4,2024-12-26
259649d5-90dc-412f-8e80-887521a79831,dbfb66c9-7f30-4bf3-8577-5856050dc76d,2.8,2025-02-23
0953bea2-7eb5-49ae-88bd-bbff3baf1042,b736010c-d85b-483d-8c96-6746ccbcf8ff,1.3,2024-10-18
e2a01cac-54bb-49f6-8e94-e52b09a0a261,4562e659-ce62-4454-8562-40957b457b43,1.4,2025-03-21
17cf0346-d023-475e-98f1-323c8142579a,490632e7-2d8f-4851-8a19-cf077fbdee21,2.1,2025-03-02
2a09360a-1db1-45ff-96cc-fe88571e729a,2eff51b9-118c-4c9a-8ac5-be1489d95a84,4.2,2025-05-20
97f43e17-9c83-423a-bf7b-b54fc0534081,32e02d81-39b7-4874-b30c-fb73a860f178,5.0,2024-09-06
bdfcaad8-5545-4fd5-9deb-9c7efa1f2bb4,6f7d8086-4ec3-4321-ad0f-fbc09f15d999,2.8,2025-05-13
88ff6a6f-cb74-46f8-986a-1e7e288f681a,3f25b9f6-f132-4b9b-ad90-dda433096b32,3.2,2024-11-29
f70c64fd-2a91-40b8-b7d2-dfde0e3a40fe,65ec09b7-ea63-4ab1-83d4-b6c40a5753c0,2.8,2024-11-29
ed2f1c16-dfc3-4edc-ac34-df00f84026b1,418c5e51-f113-42fc-9882-32eac0c4a7ea,1.8,2024-07-20
746f73d2-f3b4-41ca-b24b-24133106cf22,d0776f4e-e847-4047-ab47-48096ffed62e,3.5,2024-08-02
c75f95d9-7415-4bb4-94b2-bdc187d754d2,47932f62-550d-4cd5-88b0-6d1fe98adbfb,2.6,2024-09-26
61e84c59-a3c5-4675-8623-fd12bbc538a6,6923f967-252b-45c6-96be-21853dc1afe6,4.3,2024-10-04
36a49f35-ac54-4fea-849d-766ba832cc31,d16775d1-1de6-4ecb-b403-53475ef24ad2,3.6,2024-12-23
98132059-dff2-4216-bc06-933015c4a1bd,a24618af-3c33-4667-b7c8-f46731e14869,1.9,2024-10-02
5e718fec-0d79-423b-a73f-2d925ff46435,8a288bd9-5475-4cee-adbf-785c086bfef5,4.2,2025-02-10
b7d41115-e92e-4c8d-9a1f-21ef765167c7,0e085b8d-74ae-4d6f-8992-45c46e53d85d,3.9,2025-04-06
bb70a7eb-d3da-43bd-97ec-6d3962bbfe47,b6aec572-66b1-4f06-b2d8-5c6bfabddb67,1.2,2024-10-05
cbb7fcb0-a11d-49dc-878f-98fbd4ab54e7,ff87f03c-b0ad-4e03-97bd-9118285522f3,3.0,2024-08-20
b2a91357-666e-4efe-82e8-14dce33ec3a0,eeb77df4-f1c7-4fcc-8737-0b942878edf1,3.5,2024-06-26
04dad5ab-1a33-4fae-8306-eed787374625,ec87aa7e-eff6-4e5c-8b06-8c97bbd463e1,4.1,2024-11-13
f418aa82-f985-4b76-90df-48097b37b033,dc213e07-a092-49eb-806a-1827e8a543de,3.8,2024-06-08
4d0df371-b17c-4651-8efc-d3ee451644ee,638c7c30-1456-4585-be5e-d2616889996f,3.5,2025-06-04
17cf0346-d023-475e-98f1-323c8142579a,a56b5341-7640-45bb-9abc-2da2152b233b,1.0,2024-06-07
8b51a3c5-7c1e-4306-bef2-c7b960211fe8,67b0f611-4c2a-4253-9927-faa8f33d18c8,1.6,2024-11-19
31f279d4-e5a1-4a86-be20-8c1d93197f86,2f9b296a-040f-4c19-ac8b-864851eadf4b,2.0,2024-08-06
f52daa26-621b-45ec-90f2-98bcb2211778,55cd8860-b80d-4ad2-84c6-361aee42b11e,1.1,2025-03-23
283dbb83-9a22-429e-a0d3-4aec8545cd03,cf7b668f-8b1c-41a6-bd1c-4f4a3d182725,2.8,2024-07-30
6e390b96-ae3e-4bed-87a1-29173afa09a8,5f0ae5a3-1fb5-4fd8-9a3f-e39eae98215e,3.4,2025-01-19
3d28255d-fb31-4026-a514-0ae27e133598,1ccf96c4-5a92-4ea5-9904-e63241dd2737,1.2,2025-03-16
7f297c1e-8eb0-44f5-a47a-a43b6b6dcc22,0c2ac883-32e1-4d87-b13d-d0e3dc8eb885,1.8,2025-02-12
d221fd11-f0b2-45e7-a59b-44894a2887c9,fd98a0ee-97c7-4880-b61e-cd3c0a7ed05b,3.1,2024-11-18
157c8100-337e-40fc-9ebf-80fc37006f99,2eff51b9-118c-4c9a-8ac5-be1489d95a84,3.9,2025-05-11
9e7abece-f333-4d89-86ac-87857c303e5d,f5171cbb-8bd1-4cf6-b723-0a5204090a77,4.6,2024-06-19
c9f15a69-1d35-438e-970d-d91d5971f43b,0d92a4d4-fb04-41bf-a8d8-96427f7e2fd6,1.6,2024-11-25
4758634c-74a1-4e6a-bf9d-f55023e0035e,ba90ddff-c31b-4935-8806-54d067598f37,4.0,2025-03-04
994d871b-9701-485a-9305-864ea76cebef,bf757802-95d8-45dc-a4d3-4fb8723ffa56,2.1,2025-01-17
4ed0f689-e29d-4036-869d-62a62786052b,6006bce4-c256-4cce-819b-402f1907b2b9,1.3,2025-02-18
bd3e26b2-72ce-4cf4-be74-d91a4df35d5c,b1a40cb5-f693-4958-841c-5bb5baaaedca,1.2,2024-10-22
8c3a74be-0ad7-4cb8-aadc-de4113cafbc6,051ab76b-1487-4ec6-9f21-c6dd51f7e652,3.0,2024-08-05
34f1b076-a1bc-46d2-921e-68ae4067a1b4,3054eb75-787b-4303-9f37-02431c2caa30,3.5,2024-12-12
5d2bd9fb-d75b-401e-a25e-6afda9657c9e,972cee7b-5931-4a36-ac8c-84db2f712fd5,3.5,2024-12-24
fa65b0d0-1337-4ac3-b81b-6fd039a529c0,e500131e-c913-44b5-b2fb-5518461d383d,2.2,2024-10-02
67b40c06-2542-4007-9d41-dbfab8018d78,f74e43c2-a555-44a2-9591-eae5b50b918e,1.3,2025-02-24
8feb7890-64e7-4d4e-a3cd-8bc0a9071384,7d54dec9-2538-4056-968a-1470da95c8c2,2.9,2025-05-04
76db0db0-36bd-424c-b8aa-dbf0f9086010,550bba42-0567-425e-b887-7852dd40e81c,3.4,2025-02-14
672dc21b-862f-461e-b686-a66d281cfe96,98cca65a-2d66-4d30-be11-098ce2945a21,1.4,2024-10-16
f1bccc99-0753-471e-87e8-e667b7769a38,e53a0899-a3f7-4f1e-81f9-d8e36ca52cfe,1.0,2024-09-27
1c0cd700-7263-4db3-b73f-e8b27772e19b,e82d0a02-2bd8-41b6-8764-278aa011366d,2.4,2025-03-16
bf826def-d305-46da-81a3-38f434c1d5a1,69dd1788-c7fd-4265-b443-03f0f95cc54d,3.4,2025-01-22
67356e45-c761-483b-b881-16faeb7b5d73,f57983e2-f541-40ff-808e-98a4c68469f5,1.9,2024-06-12
4940d576-8ecd-4af8-a920-43e95d98bc8b,e6a94c64-d186-42e6-bdd6-bd8b9c4c906d,2.9,2025-03-09
c3c7f0c4-6ba8-48ba-80f8-ac93b90b8a17,76e686a5-7d4f-4ba5-88da-662a97e5e244,4.7,2024-12-08
b0f0b4a6-886e-4703-8d81-dd0d55a84f8f,6c06f7d7-9fcc-4ca3-b4f2-638448677fbb,4.9,2025-02-26
0284eb93-6e02-4753-bc20-8f42ae129a79,c85b3c10-8f15-41a9-8923-baf9483863fe,4.0,2024-12-11
8a94a3a0-8cd5-41c1-a9bc-ec4a1d8a719a,19227d2a-a2b6-4b6e-90f2-a1c8d99de6aa,1.9,2024-08-06
450fab9e-de43-4347-84c9-0a62c2d0b015,0a15de61-d7fc-4ff4-a87a-5464c1bd6c26,1.3,2025-02-27
90dd2050-5621-4ac6-bc9c-449716fec4bc,12213def-e258-42b6-8a16-ad49ea1f1a1d,2.2,2024-09-26
2ef1101f-ec35-4529-be3c-53f0e123da1c,29187b35-a447-42fb-80f5-350596f99805,1.7,2024-06-22
7bb3bdd7-ad62-4ba7-af13-edc2777b5665,7cb29859-9d90-4bd6-adb7-87e2189b1ef8,2.8,2024-12-22
5920c2f7-a4a3-4989-91a5-3d2f0803b184,a11c1713-ad30-4881-88e1-b3afad177ebe,4.3,2024-09-10
